Finish kernel   0:
Finish block    5: [2, 2, 3, 0, 0, 0]
          warp 32: [2, 3, 0, 1]
          warp 10: [2010048, 2065854, 55805, 1]
          warp 11: [2010048, 2065854, 55805, 1]
          warp 12: [2010048, 2065854, 55805, 1]
          warp 13: [2010048, 2065854, 55805, 1]
          warp 14: [2010048, 2065854, 55805, 1]
          warp 15: [2010048, 2065854, 55805, 1]
          warp 16: [2010048, 2065854, 55805, 1]
          warp 17: [2010048, 2065854, 55805, 1]
          warp 18: [2010048, 2065854, 55805, 1]
          warp 19: [2010048, 2065854, 55805, 1]
          warp 20: [2010048, 2065854, 55805, 1]
          warp 21: [2010048, 2065854, 55805, 1]
          warp 22: [2010048, 2065854, 55805, 1]
          warp 23: [2010048, 2065854, 55805, 1]
          warp 24: [2010048, 2065854, 55805, 1]
          warp 25: [2010048, 2065854, 55805, 1]
          warp 26: [2010048, 2065854, 55805, 1]
          warp 27: [2010048, 2065854, 55805, 1]
          warp 28: [2010048, 2065854, 55805, 1]
          warp 29: [2010048, 2065854, 55805, 1]
          warp 30: [2010048, 2065854, 55805, 1]
          warp 31: [2010048, 2065854, 55805, 1]
Finish block  698: [5, 2010048, 2065854, 5120, 5120, 5472]
          warp  0: [2010048, 2065854, 55805, 1]
          warp  1: [2010048, 2065854, 55805, 1]
          warp  2: [2010048, 2065854, 55805, 1]
          warp  3: [2010048, 2065854, 55805, 1]
          warp  4: [2010048, 2065854, 55805, 1]
          warp  5: [2010048, 2065854, 55805, 1]
          warp  6: [2010048, 2065854, 55805, 1]
          warp  7: [2010048, 2065854, 55805, 1]
          warp  8: [2010048, 2065854, 55805, 1]
          warp  9: [2010048, 2065854, 55805, 1]
          warp 10: [2010048, 2065854, 55805, 1]
          warp 11: [2010048, 2065854, 55805, 1]
          warp 12: [2010048, 2065854, 55805, 1]
          warp 13: [2010048, 2065854, 55805, 1]
          warp 14: [2010048, 2065854, 55805, 1]
          warp 15: [2010048, 2065854, 55805, 1]
          warp 16: [2010048, 2065854, 55805, 1]
          warp 17: [2010048, 2065854, 55805, 1]
          warp 18: [2010048, 2065854, 55805, 1]
          warp 19: [2010048, 2065854, 55805, 1]
          warp 20: [2010048, 2065854, 55805, 1]
          warp 21: [2010048, 2065854, 55805, 1]
          warp 22: [2010048, 2065854, 55805, 1]
          warp 23: [2010048, 2065854, 55805, 1]
          warp 24: [2010048, 2065854, 55805, 1]
          warp 25: [2010048, 2065854, 55805, 1]
          warp 26: [2010048, 2065854, 55805, 1]
          warp 27: [2010048, 2065854, 55805, 1]
          warp 28: [2010048, 2065854, 55805, 1]
          warp 29: [2010048, 2065854, 55805, 1]
          warp 30: [2010048, 2065854, 55805, 1]
          warp 31: [2010048, 2065854, 55805, 1]
Finish block  700: [6, 2010048, 2065854, 2560, 2560, 2736]
          warp  0: [2010048, 2065854, 55805, 1]
          warp  1: [2010048, 2065854, 55805, 1]
          warp  2: [2010048, 2065854, 55805, 1]
          warp  3: [2010048, 2065854, 55805, 1]
          warp  4: [2010048, 2065854, 55805, 1]
          warp  5: [2010048, 2065854, 55805, 1]
          warp  6: [2010048, 2065854, 55805, 1]
          warp  7: [2010048, 2065854, 55805, 1]
          warp  8: [2010048, 2065854, 55805, 1]
          warp  9: [2010048, 2065854, 55805, 1]
          warp 10: [2010048, 2065854, 55805, 1]
          warp 11: [2010048, 2065854, 55805, 1]
          warp 12: [2010048, 2065854, 55805, 1]
          warp 13: [2010048, 2065854, 55805, 1]
          warp 14: [2010048, 2065854, 55805, 1]
          warp 15: [2010048, 2065854, 55805, 1]
          warp 16: [2010048, 2065854, 0, 55806]
          warp 17: [2010048, 2065854, 0, 55806]
          warp 18: [2010048, 2065854, 0, 55806]
          warp 19: [2010048, 2065854, 0, 55806]
          warp 20: [2010048, 2065854, 0, 55806]
          warp 21: [2010048, 2065854, 0, 55806]
          warp 22: [2010048, 2065854, 0, 55806]
          warp 23: [2010048, 2065854, 0, 55806]
          warp 24: [2010048, 2065854, 0, 55806]
          warp 25: [2010048, 2065854, 0, 55806]
          warp 26: [2010048, 2065854, 0, 55806]
          warp 27: [2010048, 2065854, 0, 55806]
          warp 28: [2010048, 2065854, 0, 55806]
          warp 29: [2010048, 2065854, 0, 55806]
          warp 30: [2010048, 2065854, 0, 55806]
          warp 31: [2010048, 2065854, 0, 55806]
Finish block  689: [0, 2010048, 2065855, 5120, 5120, 5488]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish block  691: [1, 2010048, 2065855, 5120, 5120, 5472]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish block  693: [2, 2010048, 2065855, 5120, 5120, 5472]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish block  695: [3, 2010048, 2065855, 5120, 5120, 5472]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish block  697: [4, 2010048, 2065855, 5120, 5120, 5472]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish block  699: [5, 2010048, 2065855, 5120, 5120, 5472]
          warp 32: [2010048, 2065855, 55805, 2]
          warp 33: [2010048, 2065855, 55805, 2]
          warp 34: [2010048, 2065855, 55805, 2]
          warp 35: [2010048, 2065855, 55805, 2]
          warp 36: [2010048, 2065855, 55805, 2]
          warp 37: [2010048, 2065855, 55805, 2]
          warp 38: [2010048, 2065855, 55805, 2]
          warp 39: [2010048, 2065855, 55805, 2]
          warp 40: [2010048, 2065855, 55805, 2]
          warp 41: [2010048, 2065855, 55805, 2]
          warp 42: [2010048, 2065855, 55805, 2]
          warp 43: [2010048, 2065855, 55805, 2]
          warp 44: [2010048, 2065855, 55805, 2]
          warp 45: [2010048, 2065855, 55805, 2]
          warp 46: [2010048, 2065855, 55805, 2]
          warp 47: [2010048, 2065855, 55805, 2]
          warp 48: [2010048, 2065855, 55805, 2]
          warp 49: [2010048, 2065855, 55805, 2]
          warp 50: [2010048, 2065855, 55805, 2]
          warp 51: [2010048, 2065855, 55805, 2]
          warp 52: [2010048, 2065855, 55805, 2]
          warp 53: [2010048, 2065855, 55805, 2]
          warp 54: [2010048, 2065855, 55805, 2]
          warp 55: [2010048, 2065855, 55805, 2]
          warp 56: [2010048, 2065855, 55805, 2]
          warp 57: [2010048, 2065855, 55805, 2]
          warp 58: [2010048, 2065855, 55805, 2]
          warp 59: [2010048, 2065855, 55805, 2]
          warp 60: [2010048, 2065855, 55805, 2]
          warp 61: [2010048, 2065855, 55805, 2]
          warp 62: [2010048, 2065855, 55805, 2]
          warp 63: [2010048, 2065855, 55805, 2]
Finish kernel  44:
Finish block  717: [6, 2065856, 2065857, 0, 0, 0]
          warp 32: [2065856, 2065857, 0, 1]
          warp 33: [2065856, 2065857, 0, 1]
          warp 34: [2065856, 2065857, 0, 1]
          warp 35: [2065856, 2065857, 0, 1]
          warp 36: [2065856, 2065857, 0, 1]
          warp 37: [2065856, 2065857, 0, 1]
          warp 38: [2065856, 2065857, 0, 1]
          warp 39: [2065856, 2065857, 0, 1]
          warp 40: [2065856, 2065857, 0, 1]
          warp 41: [2065856, 2065857, 0, 1]
          warp 42: [2065856, 2065857, 0, 1]
          warp 43: [2065856, 2065857, 0, 1]
          warp 44: [2065856, 2065857, 0, 1]
          warp 45: [2065856, 2065857, 0, 1]
          warp 46: [2065856, 2065857, 0, 1]
          warp 47: [2065856, 2065857, 0, 1]
          warp 48: [2065856, 2065857, 0, 1]
          warp 49: [2065856, 2065857, 0, 1]
          warp 50: [2065856, 2065857, 0, 1]
          warp 51: [2065856, 2065857, 0, 1]
          warp 52: [2065856, 2065857, 0, 1]
          warp 53: [2065856, 2065857, 0, 1]
          warp 54: [2065856, 2065857, 0, 1]
          warp 55: [2065856, 2065857, 0, 1]
          warp 56: [2065856, 2065857, 0, 1]
          warp 57: [2065856, 2065857, 0, 1]
          warp 58: [2065856, 2065857, 0, 1]
          warp 59: [2065856, 2065857, 0, 1]
          warp 60: [2065856, 2065857, 0, 1]
          warp 61: [2065856, 2065857, 0, 1]
          warp 62: [2065856, 2065857, 0, 1]
          warp 63: [2065856, 2065857, 0, 1]
Finish block  718: [7, 2065856, 2065857, 0, 0, 0]
          warp  0: [2065856, 2065857, 0, 1]
          warp  1: [2065856, 2065857, 0, 1]
          warp  2: [2065856, 2065857, 0, 1]
          warp  3: [2065856, 2065857, 0, 1]
          warp  4: [2065856, 2065857, 0, 1]
          warp  5: [2065856, 2065857, 0, 1]
          warp  6: [2065856, 2065857, 0, 1]
          warp  7: [2065856, 2065857, 0, 1]
          warp  8: [2065856, 2065857, 0, 1]
          warp  9: [2065856, 2065857, 0, 1]
          warp 10: [2065856, 2065857, 0, 1]
          warp 11: [2065856, 2065857, 0, 1]
          warp 12: [2065856, 2065857, 0, 1]
          warp 13: [2065856, 2065857, 0, 1]
          warp 14: [2065856, 2065857, 0, 1]
          warp 15: [2065856, 2065857, 0, 1]
          warp 16: [2065856, 2065857, 0, 1]
          warp 17: [2065856, 2065857, 0, 1]
          warp 18: [2065856, 2065857, 0, 1]
          warp 19: [2065856, 2065857, 0, 1]
          warp 20: [2065856, 2065857, 0, 1]
          warp 21: [2065856, 2065857, 0, 1]
          warp 22: [2065856, 2065857, 0, 1]
          warp 23: [2065856, 2065857, 0, 1]
          warp 24: [2065856, 2065857, 0, 1]
          warp 25: [2065856, 2065857, 0, 1]
          warp 26: [2065856, 2065857, 0, 1]
          warp 27: [2065856, 2065857, 0, 1]
          warp 28: [2065856, 2065857, 0, 1]
          warp 29: [2065856, 2065857, 0, 1]
          warp 30: [2065856, 2065857, 0, 1]
          warp 31: [2065856, 2065857, 0, 1]
Finish block  719: [7, 2065856, 2065858, 0, 0, 0]
          warp 32: [2065856, 2065858, 0, 2]
          warp 33: [2065856, 2065858, 0, 2]
          warp 34: [2065856, 2065858, 0, 2]
          warp 35: [2065856, 2065858, 0, 2]
          warp 36: [2065856, 2065858, 0, 2]
          warp 37: [2065856, 2065858, 0, 2]
          warp 38: [2065856, 2065858, 0, 2]
          warp 39: [2065856, 2065858, 0, 2]
          warp 40: [2065856, 2065858, 0, 2]
          warp 41: [2065856, 2065858, 0, 2]
          warp 42: [2065856, 2065858, 0, 2]
          warp 43: [2065856, 2065858, 0, 2]
          warp 44: [2065856, 2065858, 0, 2]
          warp 45: [2065856, 2065858, 0, 2]
          warp 46: [2065856, 2065858, 0, 2]
          warp 47: [2065856, 2065858, 0, 2]
          warp 48: [2065856, 2065858, 0, 2]
          warp 49: [2065856, 2065858, 0, 2]
          warp 50: [2065856, 2065858, 0, 2]
          warp 51: [2065856, 2065858, 0, 2]
          warp 52: [2065856, 2065858, 0, 2]
          warp 53: [2065856, 2065858, 0, 2]
          warp 54: [2065856, 2065858, 0, 2]
          warp 55: [2065856, 2065858, 0, 2]
          warp 56: [2065856, 2065858, 0, 2]
          warp 57: [2065856, 2065858, 0, 2]
          warp 58: [2065856, 2065858, 0, 2]
          warp 59: [2065856, 2065858, 0, 2]
          warp 60: [2065856, 2065858, 0, 2]
          warp 61: [2065856, 2065858, 0, 2]
          warp 62: [2065856, 2065858, 0, 2]
          warp 63: [2065856, 2065858, 0, 2]
Finish block  704: [0, 2065856, 2121649, 2048, 2048, 2048]
          warp  0: [2065856, 2121649, 55792, 1]
          warp  1: [2065856, 2121649, 55792, 1]
          warp  2: [2065856, 2121649, 55792, 1]
          warp  3: [2065856, 2121649, 55792, 1]
          warp  4: [2065856, 2121649, 55792, 1]
          warp  5: [2065856, 2121649, 55792, 1]
          warp  6: [2065856, 2121649, 55792, 1]
          warp  7: [2065856, 2121649, 55792, 1]
          warp  8: [2065856, 2121649, 55792, 1]
          warp  9: [2065856, 2121649, 55792, 1]
          warp 10: [2065856, 2121649, 55792, 1]
          warp 11: [2065856, 2121649, 55792, 1]
          warp 12: [2065856, 2121649, 55792, 1]
          warp 13: [2065856, 2121649, 55792, 1]
          warp 14: [2065856, 2121649, 55792, 1]
          warp 15: [2065856, 2121649, 55792, 1]
          warp 16: [2065856, 2121649, 55792, 1]
          warp 17: [2065856, 2121649, 55792, 1]
          warp 18: [2065856, 2121649, 55792, 1]
          warp 19: [2065856, 2121649, 55792, 1]
          warp 20: [2065856, 2121649, 55792, 1]
          warp 21: [2065856, 2121649, 55792, 1]
          warp 22: [2065856, 2121649, 55792, 1]
          warp 23: [2065856, 2121649, 55792, 1]
          warp 24: [2065856, 2121649, 55792, 1]
          warp 25: [2065856, 2121649, 55792, 1]
          warp 26: [2065856, 2121649, 55792, 1]
          warp 27: [2065856, 2121649, 55792, 1]
          warp 28: [2065856, 2121649, 55792, 1]
          warp 29: [2065856, 2121649, 55792, 1]
          warp 30: [2065856, 2121649, 55792, 1]
          warp 31: [2065856, 2121649, 55792, 1]
Finish block  706: [1, 2065856, 2121649, 2048, 2048, 2048]
          warp  0: [2065856, 2121649, 55792, 1]
          warp  1: [2065856, 2121649, 55792, 1]
          warp  2: [2065856, 2121649, 55792, 1]
          warp  3: [2065856, 2121649, 55792, 1]
          warp  4: [2065856, 2121649, 55792, 1]
          warp  5: [2065856, 2121649, 55792, 1]
          warp  6: [2065856, 2121649, 55792, 1]
          warp  7: [2065856, 2121649, 55792, 1]
          warp  8: [2065856, 2121649, 55792, 1]
          warp  9: [2065856, 2121649, 55792, 1]
          warp 10: [2065856, 2121649, 55792, 1]
          warp 11: [2065856, 2121649, 55792, 1]
          warp 12: [2065856, 2121649, 55792, 1]
          warp 13: [2065856, 2121649, 55792, 1]
          warp 14: [2065856, 2121649, 55792, 1]
          warp 15: [2065856, 2121649, 55792, 1]
          warp 16: [2065856, 2121649, 55792, 1]
          warp 17: [2065856, 2121649, 55792, 1]
          warp 18: [2065856, 2121649, 55792, 1]
          warp 19: [2065856, 2121649, 55792, 1]
          warp 20: [2065856, 2121649, 55792, 1]
          warp 21: [2065856, 2121649, 55792, 1]
          warp 22: [2065856, 2121649, 55792, 1]
          warp 23: [2065856, 2121649, 55792, 1]
          warp 24: [2065856, 2121649, 55792, 1]
          warp 25: [2065856, 2121649, 55792, 1]
          warp 26: [2065856, 2121649, 55792, 1]
          warp 27: [2065856, 2121649, 55792, 1]
          warp 28: [2065856, 2121649, 55792, 1]
          warp 29: [2065856, 2121649, 55792, 1]
          warp 30: [2065856, 2121649, 55792, 1]
          warp 31: [2065856, 2121649, 55792, 1]
Finish block  708: [2, 2065856, 2121649, 2048, 2048, 2048]
          warp  0: [2065856, 2121649, 55792, 1]
          warp  1: [2065856, 2121649, 55792, 1]
          warp  2: [2065856, 2121649, 55792, 1]
          warp  3: [2065856, 2121649, 55792, 1]
          warp  4: [2065856, 2121649, 55792, 1]
          warp  5: [2065856, 2121649, 55792, 1]
          warp  6: [2065856, 2121649, 55792, 1]
          warp  7: [2065856, 2121649, 55792, 1]
          warp  8: [2065856, 2121649, 55792, 1]
          warp  9: [2065856, 2121649, 55792, 1]
          warp 10: [2065856, 2121649, 55792, 1]
          warp 11: [2065856, 2121649, 55792, 1]
          warp 12: [2065856, 2121649, 55792, 1]
          warp 13: [2065856, 2121649, 55792, 1]
          warp 14: [2065856, 2121649, 55792, 1]
          warp 15: [2065856, 2121649, 55792, 1]
          warp 16: [2065856, 2121649, 55792, 1]
          warp 17: [2065856, 2121649, 55792, 1]
          warp 18: [2065856, 2121649, 55792, 1]
          warp 19: [2065856, 2121649, 55792, 1]
          warp 20: [2065856, 2121649, 55792, 1]
          warp 21: [2065856, 2121649, 55792, 1]
          warp 22: [2065856, 2121649, 55792, 1]
          warp 23: [2065856, 2121649, 55792, 1]
          warp 24: [2065856, 2121649, 55792, 1]
          warp 25: [2065856, 2121649, 55792, 1]
          warp 26: [2065856, 2121649, 55792, 1]
          warp 27: [2065856, 2121649, 55792, 1]
          warp 28: [2065856, 2121649, 55792, 1]
          warp 29: [2065856, 2121649, 55792, 1]
          warp 30: [2065856, 2121649, 55792, 1]
          warp 31: [2065856, 2121649, 55792, 1]
Finish block  705: [0, 2065856, 2121650, 2048, 2048, 2048]
          warp 32: [2065856, 2121650, 55792, 2]
          warp 33: [2065856, 2121650, 55792, 2]
          warp 34: [2065856, 2121650, 55792, 2]
          warp 35: [2065856, 2121650, 55792, 2]
          warp 36: [2065856, 2121650, 55792, 2]
          warp 37: [2065856, 2121650, 55792, 2]
          warp 38: [2065856, 2121650, 55792, 2]
          warp 39: [2065856, 2121650, 55792, 2]
          warp 40: [2065856, 2121650, 55792, 2]
          warp 41: [2065856, 2121650, 55792, 2]
          warp 42: [2065856, 2121650, 55792, 2]
          warp 43: [2065856, 2121650, 55792, 2]
          warp 44: [2065856, 2121650, 55792, 2]
          warp 45: [2065856, 2121650, 55792, 2]
          warp 46: [2065856, 2121650, 55792, 2]
          warp 47: [2065856, 2121650, 55792, 2]
          warp 48: [2065856, 2121650, 55792, 2]
          warp 49: [2065856, 2121650, 55792, 2]
          warp 50: [2065856, 2121650, 55792, 2]
          warp 51: [2065856, 2121650, 55792, 2]
          warp 52: [2065856, 2121650, 55792, 2]
          warp 53: [2065856, 2121650, 55792, 2]
          warp 54: [2065856, 2121650, 55792, 2]
          warp 55: [2065856, 2121650, 55792, 2]
          warp 56: [2065856, 2121650, 55792, 2]
          warp 57: [2065856, 2121650, 55792, 2]
          warp 58: [2065856, 2121650, 55792, 2]
          warp 59: [2065856, 2121650, 55792, 2]
          warp 60: [2065856, 2121650, 55792, 2]
          warp 61: [2065856, 2121650, 55792, 2]
          warp 62: [2065856, 2121650, 55792, 2]
          warp 63: [2065856, 2121650, 55792, 2]
Finish block  707: [1, 2065856, 2121650, 2048, 2048, 2048]
          warp 32: [2065856, 2121650, 55792, 2]
          warp 33: [2065856, 2121650, 55792, 2]
          warp 34: [2065856, 2121650, 55792, 2]
          warp 35: [2065856, 2121650, 55792, 2]
          warp 36: [2065856, 2121650, 55792, 2]
          warp 37: [2065856, 2121650, 55792, 2]
          warp 38: [2065856, 2121650, 55792, 2]
          warp 39: [2065856, 2121650, 55792, 2]
          warp 40: [2065856, 2121650, 55792, 2]
          warp 41: [2065856, 2121650, 55792, 2]
          warp 42: [2065856, 2121650, 55792, 2]
          warp 43: [2065856, 2121650, 55792, 2]
          warp 44: [2065856, 2121650, 55792, 2]
          warp 45: [2065856, 2121650, 55792, 2]
          warp 46: [2065856, 2121650, 55792, 2]
          warp 47: [2065856, 2121650, 55792, 2]
          warp 48: [2065856, 2121650, 55792, 2]
          warp 49: [2065856, 2121650, 55792, 2]
          warp 50: [2065856, 2121650, 55792, 2]
          warp 51: [2065856, 2121650, 55792, 2]
          warp 52: [2065856, 2121650, 55792, 2]
          warp 53: [2065856, 2121650, 55792, 2]
          warp 54: [2065856, 2121650, 55792, 2]
          warp 55: [2065856, 2121650, 55792, 2]
          warp 56: [2065856, 2121650, 55792, 2]
          warp 57: [2065856, 2121650, 55792, 2]
          warp 58: [2065856, 2121650, 55792, 2]
          warp 59: [2065856, 2121650, 55792, 2]
          warp 60: [2065856, 2121650, 55792, 2]
          warp 61: [2065856, 2121650, 55792, 2]
          warp 62: [2065856, 2121650, 55792, 2]
          warp 63: [2065856, 2121650, 55792, 2]
Finish block  709: [2, 2065856, 2149543, 2048, 2048, 2048]
          warp 32: [2065856, 2149543, 83686, 1]
          warp 33: [2065856, 2149543, 83686, 1]
          warp 34: [2065856, 2149543, 83686, 1]
          warp 35: [2065856, 2149543, 83686, 1]
          warp 36: [2065856, 2149543, 83686, 1]
          warp 37: [2065856, 2149543, 83686, 1]
          warp 38: [2065856, 2149543, 83686, 1]
          warp 39: [2065856, 2149543, 83686, 1]
          warp 40: [2065856, 2149543, 83686, 1]
          warp 41: [2065856, 2149543, 83686, 1]
          warp 42: [2065856, 2149543, 83686, 1]
          warp 43: [2065856, 2149543, 83686, 1]
          warp 44: [2065856, 2149543, 83686, 1]
          warp 45: [2065856, 2149543, 83686, 1]
          warp 46: [2065856, 2149543, 83686, 1]
          warp 47: [2065856, 2149543, 83686, 1]
          warp 48: [2065856, 2149543, 83686, 1]
          warp 49: [2065856, 2149543, 83686, 1]
          warp 50: [2065856, 2149543, 83686, 1]
          warp 51: [2065856, 2149543, 83686, 1]
          warp 52: [2065856, 2149543, 83686, 1]
          warp 53: [2065856, 2149543, 83686, 1]
          warp 54: [2065856, 2149543, 83686, 1]
          warp 55: [2065856, 2149543, 83686, 1]
          warp 56: [2065856, 2149543, 83686, 1]
          warp 57: [2065856, 2149543, 83686, 1]
          warp 58: [2065856, 2149543, 83686, 1]
